調査年,地域,C2207_従業者数（経済センサス‐基礎調査結果）【人】,C220848_従業者数（民営）（生活関連サービス業，娯楽業）【人】,C620118_付加価値額（民営）（生活関連サービス業，娯楽業）【百万円】,F2701_自市区町村で従業している就業者数【人】,F2702_県内他市区町村で従業している就業者数【人】,F2703_他県で従業している就業者数【人】
埼玉県 鳩山町,***,2217,***,,,,
埼玉県 ときがわ町,***,3403,***,,,,
埼玉県 横瀬町,***,2468,***,,,,
埼玉県 皆野町,***,3681,***,,,,
埼玉県 長瀞町,***,2477,***,,,,
埼玉県 小鹿野町,***,5375,***,,,,
埼玉県 東秩父村,***,904,***,,,,
埼玉県 美里町,***,3215,***,,,,
埼玉県 神川町,***,3933,***,,,,
埼玉県 上里町,***,6171,***,,,,
埼玉県 寄居町,***,9102,***,,,,
埼玉県 宮代町,***,4519,***,,,,
埼玉県 杉戸町,***,7858,***,,,,
埼玉県 松伏町,***,4662,***,,,,
千葉県 千葉市,***,239104,***,,,,
千葉県 千葉市 中央区,***,-,***,,,,
千葉県 千葉市 花見川区,***,-,***,,,,
千葉県 千葉市 稲毛区,***,-,***,,,,
千葉県 千葉市 若葉区,***,-,***,,,,
千葉県 千葉市 緑区,***,-,***,,,,
千葉県 千葉市 美浜区,***,-,***,,,,
千葉県 銚子市,***,35648,***,,,,
千葉県 市川市,***,76196,***,,,,
千葉県 船橋市,***,101207,***,,,,
千葉県 館山市,***,22786,***,,,,
千葉県 木更津市,***,38790,***,,,,
千葉県 松戸市,***,88614,***,,,,
千葉県 野田市,***,38139,***,,,,
千葉県 茂原市,***,28695,***,,,,
千葉県 成田市,***,35806,***,,,,
千葉県 佐倉市,***,25625,***,,,,
千葉県 東金市,***,14127,***,,,,
千葉県 旭市,***,24992,***,,,,
千葉県 習志野市,***,19737,***,,,,
千葉県 柏市,***,66391,***,,,,
千葉県 勝浦市,***,8839,***,,,,
千葉県 市原市,***,88037,***,,,,
千葉県 流山市,***,18767,***,,,,
千葉県 八千代市,***,27840,***,,,,
千葉県 我孫子市,***,18176,***,,,,
千葉県 鴨川市,***,16977,***,,,,
千葉県 鎌ケ谷市,***,14140,***,,,,
千葉県 君津市,***,31261,***,,,,
千葉県 富津市,***,17460,***,,,,
千葉県 浦安市,***,17089,***,,,,
千葉県 四街道市,***,11179,***,,,,
千葉県 袖ケ浦市,***,14093,***,,,,
千葉県 八街市,***,14239,***,,,,
千葉県 印西市,***,10506,***,,,,
千葉県 白井市,***,6961,***,,,,
千葉県 富里市,***,10028,***,,,,
千葉県 南房総市,***,18453,***,,,,
千葉県 匝瑳市,***,14869,***,,,,
千葉県 香取市,***,30799,***,,,,
千葉県 山武市,***,15025,***,,,,
千葉県 いすみ市,***,12366,***,,,,
千葉県 大網白里市,***,7612,***,,,,
千葉県 酒々井町,***,2271,***,,,,
千葉県 栄町,***,3080,***,,,,
千葉県 神崎町,***,1504,***,,,,
千葉県 多古町,***,6294,***,,,,
千葉県 東庄町,***,5112,***,,,,
千葉県 九十九里町,***,5425,***,,,,
千葉県 芝山町,***,3218,***,,,,
千葉県 横芝光町,***,8069,***,,,,
千葉県 一宮町,***,3251,***,,,,
千葉県 睦沢町,***,1641,***,,,,
千葉県 長生村,***,2538,***,,,,
千葉県 白子町,***,3554,***,,,,
千葉県 長柄町,***,1665,***,,,,
千葉県 長南町,***,2372,***,,,,
千葉県 大多喜町,***,4579,***,,,,
千葉県 御宿町,***,2208,***,,,,
千葉県 鋸南町,***,4154,***,,,,
東京都 千代田区,***,15817,***,,,,
東京都 中央区,***,27986,***,,,,
東京都 港区,***,51433,***,,,,
東京都 新宿区,***,83706,***,,,,
東京都 文京区,***,42306,***,,,,
東京都 台東区,***,64569,***,,,,
東京都 墨田区,***,74564,***,,,,
東京都 江東区,***,101694,***,,,,
東京都 品川区,***,88610,***,,,,
東京都 目黒区,***,47792,***,,,,
東京都 大田区,***,196995,***,,,,
東京都 世田谷区,***,146885,***,,,,
東京都 渋谷区,***,48060,***,,,,
東京都 中野区,***,54184,***,,,,
東京都 杉並区,***,89442,***,,,,
東京都 豊島区,***,61731,***,,,,
東京都 北区,***,74799,***,,,,
東京都 荒川区,***,52486,***,,,,
東京都 板橋区,***,125703,***,,,,
東京都 練馬区,***,121714,***,,,,
東京都 足立区,***,176196,***,,,,
東京都 葛飾区,***,110175,***,,,,
東京都 江戸川区,***,147161,***,,,,
東京都 八王子市,***,127263,***,,,,
東京都 立川市,***,33206,***,,,,
東京都 武蔵野市,***,23006,***,,,,
東京都 三鷹市,***,28720,***,,,,
東京都 青梅市,***,35074,***,,,,
東京都 府中市,***,48353,***,,,,
東京都 昭島市,***,21519,***,,,,
東京都 調布市,***,35483,***,,,,
東京都 町田市,***,62215,***,,,,
東京都 小金井市,***,13304,***,,,,
東京都 小平市,***,28421,***,,,,
東京都 日野市,***,29386,***,,,,
東京都 東村山市,***,20982,***,,,,
東京都 国分寺市,***,12745,***,,,,
東京都 国立市,***,9819,***,,,,
東京都 福生市,***,10197,***,,,,
東京都 狛江市,***,10296,***,,,,
東京都 東大和市,***,12512,***,,,,
東京都 清瀬市,***,10558,***,,,,
東京都 東久留米市,***,16613,***,,,,
東京都 武蔵村山市,***,14149,***,,,,
東京都 多摩市,***,19732,***,,,,
東京都 稲城市,***,9690,***,,,,
東京都 羽村市,***,11061,***,,,,
東京都 あきる野市,***,12921,***,,,,
東京都 西東京市,***,23259,***,,,,
東京都 瑞穂町,***,7165,***,,,,
東京都 日の出町,***,2640,***,,,,
東京都 檜原村,***,883,***,,,,
東京都 奥多摩町,***,2487,***,,,,
東京都 大島町,***,4904,***,,,,
東京都 利島村,***,221,***,,,,
東京都 新島村,***,1772,***,,,,
東京都 神津島村,***,1091,***,,,,
東京都 三宅村,***,1986,***,,,,
東京都 御蔵島村,***,162,***,,,,
東京都 八丈町,***,4723,***,,,,
東京都 青ヶ島村,***,137,***,,,,
東京都 小笠原村,***,1584,***,,,,
神奈川県 横浜市,***,528802,***,,,,
神奈川県 横浜市 鶴見区,***,56566,***,,,,
神奈川県 横浜市 神奈川区,***,37130,***,,,,
神奈川県 横浜市 西区,***,14075,***,,,,
神奈川県 横浜市 中区,***,35639,***,,,,
神奈川県 横浜市 南区,***,31113,***,,,,
神奈川県 横浜市 保土ケ谷区,***,26121,***,,,,
神奈川県 横浜市 磯子区,***,22442,***,,,,
神奈川県 横浜市 金沢区,***,30751,***,,,,
神奈川県 横浜市 港北区,***,55123,***,,,,
神奈川県 横浜市 戸塚区,***,43023,***,,,,
神奈川県 横浜市 港南区,***,27325,***,,,,
神奈川県 横浜市 旭区,***,33138,***,,,,
神奈川県 横浜市 緑区,***,68881,***,,,,
神奈川県 横浜市 瀬谷区,***,16108,***,,,,
神奈川県 横浜市 栄区,***,13410,***,,,,
神奈川県 横浜市 泉区,***,17957,***,,,,
神奈川県 川崎市,***,224925,***,,,,
神奈川県 川崎市 川崎区,***,69060,***,,,,
神奈川県 川崎市 幸区,***,26921,***,,,,
神奈川県 川崎市 中原区,***,39239,***,,,,
神奈川県 川崎市 高津区,***,29768,***,,,,
神奈川県 川崎市 多摩区,***,24138,***,,,,
神奈川県 川崎市 宮前区,***,23764,***,,,,
神奈川県 川崎市 麻生区,***,12035,***,,,,
神奈川県 相模原市,***,159096,***,,,,
神奈川県 相模原市 緑区,***,-,***,,,,
神奈川県 相模原市 中央区,***,-,***,,,,
神奈川県 相模原市 南区,***,-,***,,,,
神奈川県 横須賀市,***,135083,***,,,,
神奈川県 平塚市,***,79727,***,,,,
神奈川県 鎌倉市,***,31844,***,,,,
神奈川県 藤沢市,***,89266,***,,,,
神奈川県 小田原市,***,69341,***,,,,
神奈川県 茅ヶ崎市,***,38151,***,,,,
神奈川県 逗子市,***,7105,***,,,,
神奈川県 三浦市,***,15265,***,,,,
神奈川県 秦野市,***,42825,***,,,,
神奈川県 厚木市,***,64423,***,,,,
神奈川県 大和市,***,41374,***,,,,
神奈川県 伊勢原市,***,20644,***,,,,
神奈川県 海老名市,***,20191,***,,,,
神奈川県 座間市,***,19871,***,,,,
神奈川県 南足柄市,***,10627,***,,,,
神奈川県 綾瀬市,***,17250,***,,,,
神奈川県 葉山町,***,3776,***,,,,
神奈川県 寒川町,***,12263,***,,,,
神奈川県 大磯町,***,5046,***,,,,
神奈川県 二宮町,***,4153,***,,,,
神奈川県 中井町,***,2462,***,,,,
神奈川県 大井町,***,3139,***,,,,
神奈川県 松田町,***,2503,***,,,,
神奈川県 山北町,***,3517,***,,,,
神奈川県 開成町,***,2578,***,,,,
神奈川県 箱根町,***,11060,***,,,,
神奈川県 真鶴町,***,2233,***,,,,
神奈川県 湯河原町,***,8992,***,,,,
神奈川県 愛川町,***,12683,***,,,,
神奈川県 清川村,***,832,***,,,,
新潟県 新潟市,***,299639,***,,,,
新潟県 新潟市 北区,***,-,***,,,,
新潟県 新潟市 東区,***,-,***,,,,
新潟県 新潟市 中央区,***,-,***,,,,
新潟県 新潟市 江南区,***,-,***,,,,
新潟県 新潟市 秋葉区,***,-,***,,,,
新潟県 新潟市 南区,***,-,***,,,,
新潟県 新潟市 西区,***,-,***,,,,
新潟県 新潟市 西蒲区,***,-,***,,,,
新潟県 長岡市,***,123674,***,,,,
新潟県 三条市,***,45335,***,,,,
新潟県 柏崎市,***,45957,***,,,,
新潟県 新発田市,***,38152,***,,,,
新潟県 小千谷市,***,19839,***,,,,
新潟県 加茂市,***,13589,***,,,,
新潟県 十日町市,***,33700,***,,,,
新潟県 見附市,***,17062,***,,,,
新潟県 村上市,***,27886,***,,,,
新潟県 燕市,***,34056,***,,,,
新潟県 糸魚川市,***,24029,***,,,,
新潟県 妙高市,***,16895,***,,,,
新潟県 五泉市,***,23813,***,,,,
新潟県 上越市,***,86104,***,,,,
新潟県 阿賀野市,***,14431,***,,,,
新潟県 佐渡市,***,35703,***,,,,
新潟県 魚沼市,***,17438,***,,,,
新潟県 南魚沼市,***,26122,***,,,,
新潟県 胎内市,***,14055,***,,,,
新潟県 聖籠町,***,3704,***,,,,
新潟県 弥彦村,***,2530,***,,,,
新潟県 田上町,***,3096,***,,,,
新潟県 阿賀町,***,6073,***,,,,
新潟県 出雲崎町,***,2227,***,,,,
新潟県 湯沢町,***,5509,***,,,,
新潟県 津南町,***,6652,***,,,,
新潟県 刈羽村,***,1359,***,,,,
新潟県 関川村,***,2965,***,,,,
新潟県 粟島浦村,***,349,***,,,,
富山県 富山市,***,172798,***,,,,
富山県 高岡市,***,77385,***,,,,
富山県 魚津市,***,19691,***,,,,
富山県 氷見市,***,21225,***,,,,
富山県 滑川市,***,9723,***,,,,
富山県 黒部市,***,18166,***,,,,
富山県 砺波市,***,15099,***,,,,
富山県 小矢部市,***,13880,***,,,,
富山県 南砺市,***,25192,***,,,,
富山県 射水市,***,24647,***,,,,
富山県 舟橋村,***,307,***,,,,
富山県 上市町,***,7294,***,,,,
富山県 立山町,***,8134,***,,,,
富山県 入善町,***,10466,***,,,,
富山県 朝日町,***,5857,***,,,,
石川県 金沢市,***,203019,***,,,,
石川県 七尾市,***,30073,***,,,,
石川県 小松市,***,47195,***,,,,
石川県 輪島市,***,20515,***,,,,
石川県 珠洲市,***,11993,***,,,,
石川県 加賀市,***,37785,***,,,,
石川県 羽咋市,***,10480,***,,,,
石川県 かほく市,***,10574,***,,,,
石川県 白山市,***,27780,***,,,,
石川県 能美市,***,11828,***,,,,
石川県 野々市市,***,7958,***,,,,
石川県 川北町,***,1099,***,,,,
石川県 津幡町,***,6591,***,,,,
石川県 内灘町,***,4827,***,,,,
石川県 志賀町,***,12728,***,,,,
石川県 宝達志水町,***,4803,***,,,,
石川県 中能登町,***,6991,***,,,,
石川県 穴水町,***,5724,***,,,,
石川県 能登町,***,11871,***,,,,
福井県 福井市,***,123930,***,,,,
福井県 敦賀市,***,33586,***,,,,
福井県 小浜市,***,15510,***,,,,
福井県 大野市,***,19452,***,,,,
福井県 勝山市,***,13018,***,,,,
福井県 鯖江市,***,25078,***,,,,
福井県 あわら市,***,10863,***,,,,
福井県 越前市,***,36434,***,,,,
福井県 坂井市,***,26790,***,,,,
福井県 永平寺町,***,5136,***,,,,
福井県 池田町,***,1648,***,,,,
福井県 南越前町,***,3820,***,,,,
福井県 越前町,***,7489,***,,,,
福井県 美浜町,***,5122,***,,,,
福井県 高浜町,***,4742,***,,,,
福井県 おおい町,***,4778,***,,,,
福井県 若狭町,***,6452,***,,,,
山梨県 甲府市,***,84426,***,,,,
山梨県 富士吉田市,***,21920,***,,,,
山梨県 都留市,***,12188,***,,,,
山梨県 山梨市,***,13043,***,,,,
山梨県 大月市,***,10584,***,,,,
山梨県 韮崎市,***,11003,***,,,,
山梨県 南アルプス市,***,18211,***,,,,
山梨県 北杜市,***,18092,***,,,,
山梨県 甲斐市,***,12215,***,,,,
山梨県 笛吹市,***,20723,***,,,,
山梨県 上野原市,***,8703,***,,,,
山梨県 甲州市,***,13543,***,,,,
山梨県 中央市,***,6114,***,,,,
山梨県 市川三郷町,***,5959,***,,,,
山梨県 早川町,***,912,***,,,,
山梨県 身延町,***,7120,***,,,,
山梨県 南部町,***,3821,***,,,,
山梨県 富士川町,***,5339,***,,,,
山梨県 昭和町,***,2856,***,,,,
山梨県 道志村,***,818,***,,,,
山梨県 西桂町,***,1216,***,,,,
山梨県 忍野村,***,3335,***,,,,
山梨県 山中湖村,***,2280,***,,,,
山梨県 鳴沢村,***,1096,***,,,,
山梨県 富士河口湖町,***,6889,***,,,,
山梨県 小菅村,***,524,***,,,,
山梨県 丹波山村,***,440,***,,,,
長野県 長野市,***,180551,***,,,,
長野県 松本市,***,106403,***,,,,
長野県 上田市,***,68343,***,,,,
長野県 岡谷市,***,25023,***,,,,
長野県 飯田市,***,51866,***,,,,
長野県 諏訪市,***,22347,***,,,,
長野県 須坂市,***,20291,***,,,,
長野県 小諸市,***,17766,***,,,,
長野県 伊那市,***,29738,***,,,,
長野県 駒ヶ根市,***,14467,***,,,,
長野県 中野市,***,20690,***,,,,
長野県 大町市,***,15295,***,,,,
長野県 飯山市,***,13622,***,,,,
長野県 茅野市,***,21391,***,,,,
長野県 塩尻市,***,23450,***,,,,
長野県 佐久市,***,38520,***,,,,
長野県 千曲市,***,20928,***,,,,
長野県 東御市,***,9983,***,,,,
長野県 安曇野市,***,25886,***,,,,
長野県 小海町,***,2713,***,,,,
長野県 川上村,***,2796,***,,,,
長野県 南牧村,***,1927,***,,,,
長野県 南相木村,***,632,***,,,,
長野県 北相木村,***,516,***,,,,
長野県 佐久穂町,***,4762,***,,,,
長野県 軽井沢町,***,7423,***,,,,
長野県 御代田町,***,4346,***,,,,
長野県 立科町,***,3600,***,,,,
長野県 青木村,***,1620,***,,,,
長野県 長和町,***,3044,***,,,,
長野県 下諏訪町,***,8356,***,,,,
長野県 富士見町,***,6247,***,,,,
長野県 原村,***,2722,***,,,,
長野県 辰野町,***,8251,***,,,,
長野県 箕輪町,***,8659,***,,,,
長野県 飯島町,***,4416,***,,,,
長野県 南箕輪村,***,2640,***,,,,
長野県 中川村,***,2181,***,,,,
長野県 宮田村,***,2626,***,,,,
長野県 松川町,***,5906,***,,,,
長野県 高森町,***,4412,***,,,,
長野県 阿南町,***,3082,***,,,,
長野県 阿智村,***,3264,***,,,,
長野県 平谷村,***,266,***,,,,
長野県 根羽村,***,813,***,,,,
長野県 下條村,***,1736,***,,,,
長野県 売木村,***,409,***,,,,
長野県 天龍村,***,1147,***,,,,
長野県 泰阜村,***,1041,***,,,,
長野県 喬木村,***,2318,***,,,,
長野県 豊丘村,***,2730,***,,,,
長野県 大鹿村,***,1020,***,,,,
長野県 上松町,***,2675,***,,,,
長野県 南木曽町,***,2611,***,,,,
長野県 木祖村,***,1859,***,,,,
長野県 王滝村,***,672,***,,,,
長野県 大桑村,***,2046,***,,,,
長野県 木曽町,***,6370,***,,,,
長野県 麻績村,***,1481,***,,,,
長野県 生坂村,***,865,***,,,,
長野県 山形村,***,2074,***,,,,
長野県 朝日村,***,1492,***,,,,
長野県 筑北村,***,2334,***,,,,
長野県 池田町,***,3412,***,,,,
長野県 松川村,***,2446,***,,,,
長野県 白馬村,***,4353,***,,,,
長野県 小谷村,***,2338,***,,,,
長野県 坂城町,***,6502,***,,,,
長野県 小布施町,***,3869,***,,,,
長野県 高山村,***,2308,***,,,,
長野県 山ノ内町,***,7895,***,,,,
長野県 木島平村,***,2372,***,,,,
長野県 野沢温泉村,***,2281,***,,,,
長野県 信濃町,***,4795,***,,,,
長野県 小川村,***,1632,***,,,,
長野県 飯綱町,***,4238,***,,,,
長野県 栄村,***,1671,***,,,,
岐阜県 岐阜市,***,171046,***,,,,
岐阜県 大垣市,***,59789,***,,,,
岐阜県 高山市,***,45259,***,,,,
岐阜県 多治見市,***,34389,***,,,,
岐阜県 関市,***,32371,***,,,,
岐阜県 中津川市,***,33996,***,,,,
岐阜県 美濃市,***,9658,***,,,,
岐阜県 瑞浪市,***,14646,***,,,,
岐阜県 羽島市,***,20645,***,,,,
岐阜県 恵那市,***,21974,***,,,,
岐阜県 美濃加茂市,***,13486,***,,,,
岐阜県 土岐市,***,26380,***,,,,
岐阜県 各務原市,***,40654,***,,,,
岐阜県 可児市,***,20908,***,,,,
岐阜県 山県市,***,9236,***,,,,
岐阜県 瑞穂市,***,9096,***,,,,
岐阜県 飛騨市,***,14371,***,,,,
岐阜県 本巣市,***,9094,***,,,,
岐阜県 郡上市,***,21318,***,,,,
岐阜県 下呂市,***,18788,***,,,,
岐阜県 海津市,***,11491,***,,,,
岐阜県 岐南町,***,5463,***,,,,
岐阜県 笠松町,***,5916,***,,,,
岐阜県 養老町,***,8939,***,,,,
岐阜県 垂井町,***,8710,***,,,,
岐阜県 関ケ原町,***,2953,***,,,,
岐阜県 神戸町,***,5843,***,,,,
岐阜県 輪之内町,***,2122,***,,,,
岐阜県 安八町,***,4524,***,,,,
岐阜県 揖斐川町,***,8649,***,,,,
岐阜県 大野町,***,5674,***,,,,
岐阜県 池田町,***,5681,***,,,,
岐阜県 北方町,***,2996,***,,,,
岐阜県 坂祝町,***,2195,***,,,,
岐阜県 富加町,***,1555,***,,,,
岐阜県 川辺町,***,3011,***,,,,
岐阜県 七宗町,***,1848,***,,,,
岐阜県 八百津町,***,4658,***,,,,
岐阜県 白川町,***,5297,***,,,,
岐阜県 東白川村,***,1675,***,,,,
岐阜県 御嵩町,***,4416,***,,,,
岐阜県 白川村,***,1110,***,,,,
静岡県 静岡市,***,337986,***,,,,
静岡県 静岡市 葵区,***,-,***,,,,
静岡県 静岡市 駿河区,***,-,***,,,,
静岡県 静岡市 清水区,***,-,***,,,,
静岡県 浜松市,***,321623,***,,,,
静岡県 浜松市 中区,***,-,***,,,,
静岡県 浜松市 東区,***,-,***,,,,
静岡県 浜松市 西区,***,-,***,,,,
静岡県 浜松市 南区,***,-,***,,,,
静岡県 浜松市 北区,***,-,***,,,,
静岡県 浜松市 浜北区,***,-,***,,,,
静岡県 浜松市 天竜区,***,-,***,,,,
静岡県 沼津市,***,94493,***,,,,
静岡県 熱海市,***,22527,***,,,,
静岡県 三島市,***,32224,***,,,,
静岡県 富士宮市,***,46821,***,,,,
静岡県 伊東市,***,34096,***,,,,
静岡県 島田市,***,38784,***,,,,
静岡県 富士市,***,105935,***,,,,
静岡県 磐田市,***,49575,***,,,,
静岡県 焼津市,***,45912,***,,,,
静岡県 掛川市,***,39589,***,,,,
静岡県 藤枝市,***,42865,***,,,,
静岡県 御殿場市,***,34119,***,,,,
静岡県 袋井市,***,23048,***,,,,
静岡県 下田市,***,14282,***,,,,
静岡県 裾野市,***,16631,***,,,,
静岡県 湖西市,***,24281,***,,,,
静岡県 伊豆市,***,14657,***,,,,
静岡県 御前崎市,***,13943,***,,,,
静岡県 菊川市,***,15513,***,,,,
静岡県 伊豆の国市,***,14385,***,,,,
静岡県 牧之原市,***,20661,***,,,,
静岡県 東伊豆町,***,7872,***,,,,
静岡県 河津町,***,3654,***,,,,
静岡県 南伊豆町,***,4429,***,,,,
静岡県 松崎町,***,3746,***,,,,
静岡県 西伊豆町,***,5282,***,,,,
