area,year,inside,out_in,outside
埼玉県 越生町,2000年度,"2,666","3,662",608
埼玉県 滑川町,2000年度,"2,480","3,467",681
埼玉県 嵐山町,2000年度,"3,966","4,959","1,147"
埼玉県 小川町,2000年度,"8,101","8,140","2,129"
埼玉県 川島町,2000年度,"5,134","6,136","1,058"
埼玉県 吉見町,2000年度,"4,905","5,802",892
埼玉県 鳩山町,2000年度,"2,223","4,141","1,885"
埼玉県 ときがわ町,2000年度,"2,769",-,355
埼玉県 横瀬町,2000年度,"2,013","2,404",158
埼玉県 皆野町,2000年度,"2,943","2,797",108
埼玉県 長瀞町,2000年度,"2,198","2,055",99
埼玉県 小鹿野町,2000年度,"4,676",-,77
埼玉県 東秩父村,2000年度,765,"1,102",60
埼玉県 美里町,2000年度,"2,916","2,825",443
埼玉県 神川町,2000年度,"3,768",-,"1,390"
埼玉県 上里町,2000年度,"6,656","6,315","2,682"
埼玉県 寄居町,2000年度,"8,705","8,597","1,171"
埼玉県 宮代町,2000年度,"4,549","7,235","5,285"
埼玉県 杉戸町,2000年度,"7,772","9,268","6,468"
埼玉県 松伏町,2000年度,"5,232","5,567","3,714"
千葉県 千葉市,2000年度,"166,342","163,334","104,918"
千葉県 千葉市 中央区,2000年度,"46,239","23,844","13,441"
千葉県 千葉市 花見川区,2000年度,"27,774","34,912","27,346"
千葉県 千葉市 稲毛区,2000年度,"24,465","27,926","19,452"
千葉県 千葉市 若葉区,2000年度,"29,712","32,695","10,823"
千葉県 千葉市 緑区,2000年度,"15,585","22,512","8,426"
千葉県 千葉市 美浜区,2000年度,"22,567","21,445","25,430"
千葉県 銚子市,2000年度,"31,039","4,126","4,269"
千葉県 市川市,2000年度,"85,079","29,634","124,609"
千葉県 船橋市,2000年度,"107,646","55,689","117,251"
千葉県 館山市,2000年度,"20,819","4,086",309
千葉県 木更津市,2000年度,"37,087","21,233","2,786"
千葉県 松戸市,2000年度,"100,223","31,686","103,928"
千葉県 野田市,2000年度,"39,133",-,"22,101"
千葉県 茂原市,2000年度,"28,228","15,698","2,616"
千葉県 成田市,2000年度,"39,351",-,"3,973"
千葉県 佐倉市,2000年度,"31,069","30,918","21,765"
千葉県 東金市,2000年度,"14,903","11,878","1,840"
千葉県 旭市,2000年度,"22,942",-,"1,002"
千葉県 習志野市,2000年度,"21,184","25,963","30,368"
千葉県 柏市,2000年度,"75,980",-,"73,416"
千葉県 勝浦市,2000年度,"7,349","3,095",107
千葉県 市原市,2000年度,"92,623","32,677","11,293"
千葉県 流山市,2000年度,"21,509","20,529","31,208"
千葉県 八千代市,2000年度,"30,946","26,555","26,642"
千葉県 我孫子市,2000年度,"20,765","14,612","27,652"
千葉県 鴨川市,2000年度,"15,718",-,178
千葉県 鎌ケ谷市,2000年度,"14,734","19,619","17,752"
千葉県 君津市,2000年度,"29,854","15,263","1,173"
千葉県 富津市,2000年度,"15,663","10,577",422
千葉県 浦安市,2000年度,"23,481","6,358","40,927"
千葉県 四街道市,2000年度,"12,373","19,810","8,709"
千葉県 袖ケ浦市,2000年度,"14,090","13,271","1,771"
千葉県 八街市,2000年度,"16,779","16,617","3,073"
千葉県 印西市,2000年度,"13,839",-,"10,337"
千葉県 白井市,2000年度,"8,418","8,205","8,794"
千葉県 富里市,2000年度,"11,519","13,442","2,039"
千葉県 南房総市,2000年度,"15,667",-,458
千葉県 匝瑳市,2000年度,"12,795",-,344
千葉県 香取市,2000年度,"26,318",-,"5,663"
千葉県 山武市,2000年度,"14,004",-,"1,536"
千葉県 いすみ市,2000年度,"10,673",-,455
千葉県 大網白里市,2000年度,"8,155","10,247","3,316"
千葉県 酒々井町,2000年度,"2,620","6,067","1,659"
千葉県 栄町,2000年度,"3,766","6,110","2,520"
千葉県 神崎町,2000年度,"1,248","1,669",385
千葉県 多古町,2000年度,"5,449","3,765",146
千葉県 東庄町,2000年度,"4,273","2,572","2,013"
千葉県 九十九里町,2000年度,"4,797","4,612",332
千葉県 芝山町,2000年度,"2,705","1,788",104
千葉県 横芝光町,2000年度,"6,654",-,285
千葉県 一宮町,2000年度,"2,849","2,523",330
千葉県 睦沢町,2000年度,"1,279","2,507",137
千葉県 長生村,2000年度,"2,317","3,984",317
千葉県 白子町,2000年度,"3,080","3,085",313
千葉県 長柄町,2000年度,"1,566","2,388",91
千葉県 長南町,2000年度,"2,040","2,922",73
千葉県 大多喜町,2000年度,"3,629","1,981",45
千葉県 御宿町,2000年度,"1,823","1,581",113
千葉県 鋸南町,2000年度,"3,440","1,842",111
東京都 特別区部,2000年度,"1,921,373","2,059,828","261,852"
東京都 千代田区,2000年度,"13,778","6,000",734
東京都 中央区,2000年度,"25,370","14,128","1,754"
東京都 港区,2000年度,"46,827","30,979","3,505"
東京都 新宿区,2000年度,"75,243","63,770","6,149"
東京都 文京区,2000年度,"39,421","49,262","4,861"
東京都 台東区,2000年度,"52,123","29,430","3,414"
東京都 墨田区,2000年度,"63,731","52,428","5,803"
東京都 江東区,2000年度,"94,283","101,058","11,218"
東京都 品川区,2000年度,"81,854","84,075","11,381"
東京都 目黒区,2000年度,"46,649","74,474","7,766"
東京都 大田区,2000年度,"188,472","133,667","29,277"
東京都 世田谷区,2000年度,"158,290","226,880","23,729"
東京都 渋谷区,2000年度,"47,022","51,394","4,578"
東京都 中野区,2000年度,"69,858","98,915","6,492"
東京都 杉並区,2000年度,"93,570","164,410","10,738"
東京都 豊島区,2000年度,"56,408","64,541","6,436"
東京都 北区,2000年度,"67,096","89,050","12,515"
東京都 荒川区,2000年度,"45,854","45,527","5,166"
東京都 板橋区,2000年度,"118,278","124,358","17,186"
東京都 練馬区,2000年度,"126,253","177,661","20,161"
東京都 足立区,2000年度,"162,520","126,044","25,961"
東京都 葛飾区,2000年度,"100,305","102,875","17,778"
東京都 江戸川区,2000年度,"148,168","148,902","25,250"
東京都 八王子市,2000年度,"142,419","97,278","15,705"
東京都 立川市,2000年度,"35,391","43,729","3,327"
東京都 武蔵野市,2000年度,"21,976","42,291","2,782"
東京都 三鷹市,2000年度,"30,740","48,597","2,773"
東京都 青梅市,2000年度,"37,562","29,680","2,729"
東京都 府中市,2000年度,"50,883","57,516","5,604"
東京都 昭島市,2000年度,"20,967","30,150","2,001"
東京都 調布市,2000年度,"36,338","59,895","4,090"
東京都 町田市,2000年度,"69,865","58,523","51,412"
東京都 小金井市,2000年度,"14,715","37,779","2,247"
東京都 小平市,2000年度,"29,671","51,165","4,012"
東京都 日野市,2000年度,"30,501","49,388","3,534"
東京都 東村山市,2000年度,"22,416","38,558","6,272"
東京都 国分寺市,2000年度,"14,958","36,629","2,703"
東京都 国立市,2000年度,"10,596","21,806","1,804"
東京都 福生市,2000年度,"10,660","19,159","1,074"
東京都 狛江市,2000年度,"11,349","23,762","2,970"
東京都 東大和市,2000年度,"12,770","23,131","2,003"
東京都 清瀬市,2000年度,"10,786","16,055","5,079"
東京都 東久留米市,2000年度,"18,396","31,694","4,644"
東京都 武蔵村山市,2000年度,"14,071","17,383","1,437"
東京都 多摩市,2000年度,"23,970","42,602","5,749"
東京都 稲城市,2000年度,"10,952","18,349","5,588"
東京都 羽村市,2000年度,"11,186","16,841","1,062"
東京都 あきる野市,2000年度,"16,360","21,099",968
東京都 西東京市,2000年度,"24,093",-,"5,037"
東京都 瑞穂町,2000年度,"7,517","8,599","1,032"
東京都 日の出町,2000年度,"2,776","4,956",244
東京都 檜原村,2000年度,800,620,17
東京都 奥多摩町,2000年度,"2,005","1,381",58
東京都 大島町,2000年度,"4,460",10,4
東京都 利島村,2000年度,207,0,0
東京都 新島村,2000年度,"1,530",8,2
東京都 神津島村,2000年度,"1,084",3,2
東京都 三宅村,2000年度,0,0,0
東京都 御蔵島村,2000年度,181,0,0
東京都 八丈町,2000年度,"4,887",8,3
東京都 青ヶ島村,2000年度,134,0,0
東京都 小笠原村,2000年度,"2,001",1,0
神奈川県 横浜市,2000年度,"556,901","704,529","438,320"
神奈川県 横浜市 鶴見区,2000年度,"55,608","41,222","38,049"
神奈川県 横浜市 神奈川区,2000年度,"36,893","44,598","26,886"
神奈川県 横浜市 西区,2000年度,"13,805","16,610","9,700"
神奈川県 横浜市 中区,2000年度,"31,807","16,145","11,831"
神奈川県 横浜市 南区,2000年度,"29,301","49,263","18,392"
神奈川県 横浜市 保土ケ谷区,2000年度,"29,172","47,449","22,717"
神奈川県 横浜市 磯子区,2000年度,"22,805","42,918","16,818"
神奈川県 横浜市 金沢区,2000年度,"35,332","41,134","21,669"
神奈川県 横浜市 港北区,2000年度,"53,237","44,836","55,735"
神奈川県 横浜市 戸塚区,2000年度,"45,550","49,035","29,209"
神奈川県 横浜市 港南区,2000年度,"29,916","54,395","23,589"
神奈川県 横浜市 旭区,2000年度,"36,813","61,044","24,619"
神奈川県 横浜市 緑区,2000年度,"22,986","35,776","19,530"
神奈川県 横浜市 瀬谷区,2000年度,"16,550","32,422","9,599"
神奈川県 横浜市 栄区,2000年度,"13,934","30,455","13,291"
神奈川県 横浜市 泉区,2000年度,"19,958","37,847","12,084"
神奈川県 横浜市 青葉区,2000年度,"35,167","32,939","62,628"
神奈川県 横浜市 都筑区,2000年度,"28,067","26,441","21,974"
神奈川県 川崎市,2000年度,"224,124","163,006","262,273"
神奈川県 川崎市 川崎区,2000年度,"60,198","16,421","24,044"
神奈川県 川崎市 幸区,2000年度,"23,131","25,919","21,760"
神奈川県 川崎市 中原区,2000年度,"38,160","26,642","44,015"
神奈川県 川崎市 高津区,2000年度,"30,195","25,911","41,854"
神奈川県 川崎市 多摩区,2000年度,"27,984","23,983","49,698"
神奈川県 川崎市 宮前区,2000年度,"27,021","28,339","46,813"
神奈川県 川崎市 麻生区,2000年度,"17,435","15,791","34,089"
神奈川県 相模原市,2000年度,"178,946",-,"85,570"
神奈川県 相模原市 緑区,2000年度,-,-,-
神奈川県 相模原市 中央区,2000年度,-,-,-
神奈川県 相模原市 南区,2000年度,-,-,-
神奈川県 横須賀市,2000年度,"130,254","56,296","19,315"
神奈川県 平塚市,2000年度,"77,963","37,813","10,130"
神奈川県 鎌倉市,2000年度,"31,611","25,859","20,995"
神奈川県 藤沢市,2000年度,"94,963","60,561","30,006"
神奈川県 小田原市,2000年度,"67,595","28,710","6,026"
神奈川県 茅ヶ崎市,2000年度,"42,287","45,678","18,475"
神奈川県 逗子市,2000年度,"7,110","12,012","6,981"
神奈川県 三浦市,2000年度,"14,611","10,351","1,446"
神奈川県 秦野市,2000年度,"44,501","30,739","6,254"
神奈川県 厚木市,2000年度,"70,389","31,023","9,719"
神奈川県 大和市,2000年度,"44,484","42,484","20,940"
神奈川県 伊勢原市,2000年度,"22,848","23,675","4,365"
神奈川県 海老名市,2000年度,"21,836","29,867","8,352"
神奈川県 座間市,2000年度,"21,162","30,138","12,405"
神奈川県 南足柄市,2000年度,"10,553","11,125",821
神奈川県 綾瀬市,2000年度,"16,834","20,900","3,979"
神奈川県 葉山町,2000年度,"4,280","6,762","3,175"
神奈川県 寒川町,2000年度,"11,759","11,323","1,272"
神奈川県 大磯町,2000年度,"4,729","8,643","2,065"
神奈川県 二宮町,2000年度,"4,193","8,856","1,821"
神奈川県 中井町,2000年度,"2,538","2,965",225
神奈川県 大井町,2000年度,"3,388","5,106",427
神奈川県 松田町,2000年度,"2,199","4,081",402
神奈川県 山北町,2000年度,"3,005","3,576",368
神奈川県 開成町,2000年度,"2,516","4,104",330
神奈川県 箱根町,2000年度,"8,673","1,055",240
神奈川県 真鶴町,2000年度,"1,866","2,272",451
神奈川県 湯河原町,2000年度,"8,346","3,611","2,170"
神奈川県 愛川町,2000年度,"12,028","9,865",852
神奈川県 清川村,2000年度,665,"1,063",87
新潟県 新潟市,2000年度,"296,822",-,422
新潟県 新潟市 北区,2000年度,-,-,-
新潟県 新潟市 東区,2000年度,-,-,-
新潟県 新潟市 中央区,2000年度,-,-,-
新潟県 新潟市 江南区,2000年度,-,-,-
新潟県 新潟市 秋葉区,2000年度,-,-,-
新潟県 新潟市 南区,2000年度,-,-,-
新潟県 新潟市 西区,2000年度,-,-,-
新潟県 新潟市 西蒲区,2000年度,-,-,-
新潟県 長岡市,2000年度,"115,810",-,390
新潟県 三条市,2000年度,"40,337",-,101
新潟県 柏崎市,2000年度,"42,199",-,110
新潟県 新発田市,2000年度,"34,705",-,164
新潟県 小千谷市,2000年度,"17,803","4,312",57
新潟県 加茂市,2000年度,"10,695","6,076",18
新潟県 十日町市,2000年度,"28,352",-,88
新潟県 見附市,2000年度,"13,905","8,555",31
新潟県 村上市,2000年度,"24,191",-,370
新潟県 燕市,2000年度,"29,807",-,29
新潟県 糸魚川市,2000年度,"20,855",-,563
新潟県 妙高市,2000年度,"14,422",-,400
新潟県 五泉市,2000年度,"19,437",-,53
新潟県 上越市,2000年度,"79,439",-,295
新潟県 阿賀野市,2000年度,"12,812",-,16
新潟県 佐渡市,2000年度,"29,596",-,24
新潟県 魚沼市,2000年度,"14,358",-,92
新潟県 南魚沼市,2000年度,"23,171",-,118
新潟県 胎内市,2000年度,"11,760",-,74
新潟県 聖籠町,2000年度,"3,859","3,062",19
新潟県 弥彦村,2000年度,"2,240","2,422",3
新潟県 田上町,2000年度,"2,786","4,179",1
新潟県 阿賀町,2000年度,"4,700",-,75
新潟県 出雲崎町,2000年度,"1,675","1,144",3
新潟県 湯沢町,2000年度,"4,491",410,60
新潟県 津南町,2000年度,"5,802",761,119
新潟県 刈羽村,2000年度,"1,105","1,519",4
新潟県 関川村,2000年度,"2,514","1,202",132
新潟県 粟島浦村,2000年度,365,0,0
富山県 富山市,2000年度,"170,493",-,"2,040"
富山県 高岡市,2000年度,"70,374",-,"1,449"
富山県 魚津市,2000年度,"17,499","8,175",103
富山県 氷見市,2000年度,"19,423","10,147",297
富山県 滑川市,2000年度,"8,951","8,755",347
富山県 黒部市,2000年度,"16,300",-,100
富山県 砺波市,2000年度,"14,747",-,436
富山県 小矢部市,2000年度,"12,221","5,557","1,107"
富山県 南砺市,2000年度,"20,259",-,619
富山県 射水市,2000年度,"22,235",-,607
富山県 舟橋村,2000年度,312,855,7
富山県 上市町,2000年度,"6,041","6,307",144
富山県 立山町,2000年度,"7,109","8,405",89
富山県 入善町,2000年度,"9,411","6,019",108
富山県 朝日町,2000年度,"4,610","3,530",121
石川県 金沢市,2000年度,"206,467","24,969","2,510"
石川県 七尾市,2000年度,"26,517",-,269
石川県 小松市,2000年度,"45,248","12,887",496
石川県 輪島市,2000年度,"16,234",-,92
石川県 珠洲市,2000年度,"9,307",782,53
石川県 加賀市,2000年度,"32,787",-,997
石川県 羽咋市,2000年度,"8,585","4,429",125
石川県 かほく市,2000年度,"9,023",-,137
石川県 白山市,2000年度,"27,787",-,487
石川県 能美市,2000年度,"10,989",-,118
石川県 野々市市,2000年度,"8,980","13,777",189
石川県 川北町,2000年度,"1,015","1,546",16
石川県 津幡町,2000年度,"7,232","9,907",433
石川県 内灘町,2000年度,"4,905","8,740",137
石川県 志賀町,2000年度,"10,122",-,158
石川県 宝達志水町,2000年度,"3,796",-,66
石川県 中能登町,2000年度,"4,892",-,56
石川県 穴水町,2000年度,"4,370","1,027",29
石川県 能登町,2000年度,"9,077",-,188
福井県 福井市,2000年度,"119,171",-,861
福井県 敦賀市,2000年度,"31,870","2,594",392
福井県 小浜市,2000年度,"14,284","2,659",171
福井県 大野市,2000年度,"17,586",-,90
福井県 勝山市,2000年度,"11,315","3,720",83
福井県 鯖江市,2000年度,"23,202","11,861",103
福井県 あわら市,2000年度,"9,540",-,549
福井県 越前市,2000年度,"34,474",-,117
福井県 坂井市,2000年度,"24,864",-,564
福井県 永平寺町,2000年度,"4,491",-,69
福井県 池田町,2000年度,"1,390",593,2
福井県 南越前町,2000年度,"3,222",-,27
福井県 越前町,2000年度,"6,386",-,38
福井県 美浜町,2000年度,"3,998","1,987",39
福井県 高浜町,2000年度,"4,470",912,792
福井県 おおい町,2000年度,"3,899",-,128
福井県 若狭町,2000年度,"5,775",-,111
山梨県 甲府市,2000年度,"77,040",-,967
山梨県 富士吉田市,2000年度,"20,743","7,146",480
山梨県 都留市,2000年度,"12,075","4,447",527
山梨県 山梨市,2000年度,"12,078",-,292
山梨県 大月市,2000年度,"9,332","3,216","2,753"
山梨県 韮崎市,2000年度,"10,827","6,397",195
山梨県 南アルプス市,2000年度,"17,190",-,201
山梨県 北杜市,2000年度,"16,213",-,761
山梨県 甲斐市,2000年度,"12,738",-,435
山梨県 笛吹市,2000年度,"20,137",-,389
山梨県 上野原市,2000年度,"8,437",-,"4,503"
山梨県 甲州市,2000年度,"12,263",-,359
山梨県 中央市,2000年度,"6,438",-,108
山梨県 市川三郷町,2000年度,"4,672",-,54
山梨県 早川町,2000年度,687,103,2
山梨県 身延町,2000年度,"5,216",-,113
山梨県 南部町,2000年度,"2,939",-,979
